"频道名称","粉丝数","简介","邮箱","国家"
"WPLG Local 10","1100000","South Florida News, Weather, Entertainment, Sports and more from WPLG Local 10. Local 10 is the No. 1 news station covering the Miami-Fort Lauderdale market, including Broward County, Miami-Dade County and the Florida Keys.","","United States"
"Tampa Bay 28","1050000","Tampa Bay 28 is here for the news, weather and stories that shape life across Tampa, St. Petersburg, Clearwater, Sarasota, Manatee, Pasco, Polk and beyond. Find breaking news, Tracking the Tropics updates, investigations, community solutions and useful local coverage. Subscribe to stay connected to Tampa Bay every day.","","United States"
"Learn Bright","990000","Thank you for visiting the Learn Bright YouTube page.  Learn Bright is focused on providing educational videos for kids that are fun and engaging but that also teach the topic properly and accurately.  We are passionate about education and helping kids learn!  Our channel is designed to support parents who homeschool their kids as well as teachers who are looking for resources in a traditional classroom. 

In addition to the videos you can see on our channel we also provide a full catalog of comprehensive K-6 Lesson plans on Science, History, Math, Reading, and Language Arts.  We work hard to make sure everything we provide is high quality and quite simply FUN for the kids. You can find our resources at https://learnbright.org/","","United States"
"Rymation","956000","Welcome to Rymation – where imagination comes to life!
Dive into a world of animated fun and adventure as creative stories come to the screen through the magical world of Rymation! From wild ideas to playful lessons, follow Ryan and the rest of the team as they explore, learn, and laugh together.
Perfect for kids and families, Rymation is full of magic, mischief, and meaningful moments—brought to life through unique and colorful storytelling.","","United States"
"Glam, Inc.","946000","Glam is your go-to destination for all things lifestyle. From health and wellness to beauty and fashion to career and family, Glam has all the latest news, tips, and advice.","","United States"
"ehow","934000","Whether you need to fix, build, create or learn, ehow gives you practical solutions to the problems life throws at you. Check out our videos for awesome DIY projects, crafts, recipes, cleaning hacks and more!","","United States"
"Daja Kids Games","872000","Welcome to Daja Kids Games!
This is a channel for all boys and girls looking for education and entertainment.
Thanks for watching!","","Czechia"
"FOX 9 Minneapolis-St. Paul","834000","Minneapolis-St. Paul breaking news, Minnesota weather, traffic and sports from FOX 9, serving the Twin Cities metro, Greater Minnesota and western Wisconsin. Official home of Minnesota Vikings football.","bill.greep@fox.com; fox9news@fox.com; fox9news@foxtv.com; jason.sirek@fox.com; Master.Control9@fox.com; nate.zinnel@fox.com; programming9@fox.com","United States"
"Sona Extra 505","824000","✌🏻 Here we are again.

This is where I turn the ideas in my head into 2D animations about Roblox, Poppy Playtime, and all sorts of other cartoons. The characters are designed by me, the animations are made by me, and the stories are written by me.

If you enjoy it, stick around and watch. And if not… maybe give one more video a chance. ❣️

⚠️ NOT FOR KIDS. NO REUPLOADS WITHOUT PERMISSION","",""
"Brook and Riley","793000","🩵FUNNY ROBLOX CONTENT❤️","","United States"
"Adam J. Story, DC","779000","For over 30 years, I have helped people get healthy utilizing NATURAL methods. I include chiropractic adjustments, lifestyle changes, and nutrition to help people improve their wellness. Welcome to my channel. I hope that you will learn tremendous amounts of information and find the channel entertaining as well.","","United States"
"Fauquier ENT","760000","Be sure to watch all our videos we have created!

Fauquier ENT is a private otolaryngology (Ear Nose Throat) & allergy practice headed by Dr. Christopher Chang. We are located in Northern Virginia, about 1 hour directly west of Washington DC. We have created this YouTube channel as a service to our patients to find and watch qualty video on a variety of ENT topics from one central location.

Of course, we feel that the videos we have created are the best of the bunch.

• Twitter: https://www.twitter.com/fauquierent
• Facebook: https://www.facebook.com/fauquierent
• Blog: https://blog.fauquierent.net
• TikTok: https://tiktok.com/@fauquierent

You can also contribute to help offset the costs of making these videos, especially the medical animations which are expensive and often can cost thousands of dollars to produce.

One-time contribution via PayPal:
https://www.paypal.com/donate?hosted_button_id=TWJE82GXKDXUS","","United States"
"Click On Detroit | Local 4 | WDIV","756000","The latest breaking news, weather, sports, entertainment and other awesome things from Local 4 News and ClickOnDetroit.com from the Downtown Detroit, Michigan studios of WDIV-TV.","","United States"
"FOX 26 Houston","738000","Houston area news, weather, traffic, sports and breaking news from FOX 26 Houston. Watch news and local programming daily from KRIV.","jarrett.hale@fox.com; KRIVWEBDEPT@fox.com; KRIVWEBDEPT@foxtv.com; FOX26HoustonNews@fox.com; fox26houstonnews@foxtv.com; ralph.rendon@fox.com; ralph.rendon@foxtv.com","United States"
"Medical Centric Podcast","722000","Your trusted source for in-depth, evidence-based medical insights through engaging podcast-style conversations with leading doctors, scientists, and researchers.

We bring you long-form interviews and expert discussions where top specialists dive deep into the latest medical topics, from cutting-edge treatments and groundbreaking research to disease prevention, nutrition, chronic condition management, and healthy lifestyle strategies. 

Whether it's a cardiologist unpacking heart health myths, an oncologist sharing the newest advances in cancer care, a neurologist exploring brain health, or researchers breaking down emerging studies - our episodes feature real experts explaining complex topics in an accessible, thoughtful way.

These extended conversations go beyond quick tips, giving you the full context, nuanced perspectives, and up-to-date science you need to make truly informed decisions about your health.

Thank you for being here – we’re excited to learn alongside you.","","Portugal"
"Vetventures","719000","🐾 Cambridge Graduate Vet Surgeon who loves making fun educational videos :)
Business Enquiries: vetventures2.0@gmail.com
Shop Products and Merch through the link below ⬇️
Subscribe to join my Vetventures! Follow on Instagram (@vetventures2.0, @vetventuresspanish) , TikTok (@vetventures2.0, @vetventuresspanish) and Facebook (Vetventures, Vetventures Spanish)!
Disclaimer: The information provided by Vetventures on YouTube and other social media platforms is for entertainment purposes only AND IS NOT A SUBSTITUTE FOR PROFESSIONAL ADVICE.  All information is provided in good faith, however, we make no representation or warranty of any kind, regarding the accuracy, adequacy, validity, reliability, or completeness of any information.  CONSULT WITH THE APPROPRIATE PROFESSIONALS. UNDER NO CIRCUMSTANCE SHALL WE HAVE ANY LIABILITY TO YOU FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF RELIANCE ON INFORMATION PROVIDED.","vetventures2.0@gmail.com","United States"
"Howdini","710000","Howdini is the go-to source for how-to videos from the experts you trust.  Topics include health, beauty, food, entertaining, pets, travel, sex, green living, and more.

Howdini is a registered trademark of Diginary Holdings.","","United States"
"CBS Miami","701000","Welcome to the official YouTube channel for CBS Miami, South Florida's home for Breaking News, NEXT Weather, and Community Journalism. Let's Talk! We Are Here For You. ➡️ Message Us With News Tips.

Streaming 24/7 at CBSMiami.com
Like us on Facebook: https://www.facebook.com/CBSMiami
Follow us on Twitter:  https://twitter.com/CBSMiami","","United States"
"Roodolf","653000","Hey there, welcome to the Roodolf channel. Here you can watch a variety of roblox videos, along with some shorts here and there! I try to post a long form once a week!
Follow me on other socials linked below, and thanks for reading this.

https://open.spotify.com/show/5O8L7fesUsKNXrlp0HaZnw

https://www.facebook.com/profile.php?id=61577497703412
https://www.instagram.com/roodolfonyoutube/
Facebook: Roodolf Instagram: roodolfonyoutube","","United States"
"CBS Chicago","628000","CBS News Chicago: For the Love of Chicago. Bringing you breaking news, weather, compelling exclusive content and award-winning investigative reports from the CBS News Chicago Investigators. 

Subscribe to CBS News Chicago on YouTube: http://www.youtube.com/user/cbschicago

Livestream CBS News Chicago 24/7: https://www.cbsnews.com/chicago/live/

CBS News Chicago on Pluto TV: https://pluto.tv/en/live-tv/62cdc75b1a1cbd0007ed45dc?gclid=CjwKCAjw0N6hBhAUEiwAXab-TbSSi4Fh_IPmF_dWkGjJt7KM9K2wzqpWTwK3NUIppzjF5uEMvbt1xhoCfYIQAvD_BwE

CBS News Chicago website:  https://www.cbschicago.com

Facebook: https://www.facebook.com/cbschicago

X (Tritter): https://twitter.com/CBSchicago

Get the CBS News App: https://apps.cbslocal.com/chicago/","licensing@veritone.com","United States"
"WUSA9","627000","WUSA9 (Washington, D.C.) is your source for breaking news, D.C. area weather, traffic, and live coverage in the nation’s capital and surrounding communities. Get the latest updates from the WUSA9 team — from major local headlines and investigations to severe weather, community stories, and the moments everyone’s talking about.
Watch live newscasts, stream breaking coverage, and catch up on the top stories shaping Washington, D.C., Northern Virginia, and suburban Maryland.

Subscribe for:
• D.C. area breaking news + live updates
• Weather forecasts and severe weather alerts
• Investigations and accountability reporting
• Community stories across the region
• Major events, sports, and local explainers

WUSA9 — Washington, D.C. news and weather, live and on demand.

🔗 More: https://www.wusa9.com
🔗 Stream on your TV: https://www.tv.wusa9.com","TEGNA@nimia.com","United States"
"Denver7","623000","Denver, Colorado In-depth video news from Denver7 and Denver7.com. 

Subscribe to get the latest Denver and Colorado news from Denver7 on YouTube:
https://bit.ly/3eUxzEf

24/7 streaming Denver7 news. Watch on your computer or phone anytime: 
https://www.denver7.com/live

Denver7 News is home to in-depth and breaking news and weather across Colorado and stories of hope and positivity from Denver7 Gives on Denver7.com. 

Read the headlines anytime: https://www.denver7.com/

Live stream Colorado weather anytime, 24/7 from Denver7:
https://www.denver7.com/liveweather","","United States"
"MLive","589000","MLive.com is the top source for news, sports, business and entertainment across the great state of Michigan. In addition to the latest breaking news and features in the Great Lakes State, check out videos from Michigan and Michigan State athletics, as well as the Detroit Pistons, Detroit Red Wings, Detroit Lions and Detroit Tigers.","","United States"
"ABC15 Arizona","584000","This is the official YouTube channel for ABC15 Arizona, delivering the latest Phoenix local news and weather. We look to uplift Arizona with good news stories, and our investigations help fight for what's right. 

We are Everything Arizona: Breaking News, Weather, Investigations and more.","","United States"
"Rapid Rashmi","584000","Rapid Rashmi – More Than Just a Voice

Rapid Rashmi is a Kannada channel bringing you Celebrity Interviews, Music Videos, Vlogs on Travel, Life, and everything in between.

Known for her express unpredictability and razor-sharp wit, Rashmi won Bengaluru’s heart for 15 years as one of the most loved voices on 92.7 Big FM.

Today, she continues her journey as a performer and creator — with over 3,500 live shows across the globe and playback singing in movies like Deal Raja (and more yet to release).

Don’t miss Mixed Strings — our very own Kannada unplugged music video series, where two soulful songs merge to create pure magic.

Subscribe and follow to be part of this journey!
FB- https://www.facebook.com/RapidRashmiOfficial/

Instagram: https://www.instagram.com/rapidrashmi/","","India"
"WKYC Channel 3","569000","WKYC (Cleveland) is your source for breaking news, Northeast Ohio weather, traffic, and live coverage in Cleveland and across the region. Get the latest updates from the WKYC team — from major local headlines and investigations to severe weather, community stories, and the moments everyone’s talking about.
Watch live newscasts, stream breaking coverage, and catch up on the top stories shaping Cleveland, Akron, Canton, and surrounding communities.

Subscribe for:
• Cleveland breaking news + live updates
• Northeast Ohio weather forecasts and severe weather alerts
• Investigations and accountability reporting
• Community stories across the region
• Major events, sports, and local explainers

WKYC — Cleveland news and weather, live and on demand.

🔗 More: https://www.wkyc.com/","TEGNA@nimia.com","United States"
"CBS 8 San Diego","535000","News 8 and CBS8.com is the local source for San Diego breaking news and top story headlines. Get the latest local San Diego TV news, sports, weather & traffic - KFMB Channel 8, San Diego, California.","TEGNA@nimia.com","United States"
"Takis Shelter","532000","This is the Official Takis Shelter Channel

Takis Shelter is a no-cage, no-kill shelter in Ierapetra, Greece. In its everyday life, Takis Shelter rescues dogs and cats from the streets. These animals are either strays, have been abused, or have been in accidents and are in urgent need of help. The channel documents the rescue efforts, the daily life in the shelter, and the rehabilitation and adoption stories of these dogs and cats.

Legal information:
Legal name of NPO: STEGI PROSTASIAS ADESPOTON ZOON (Takis Shelter)

The channel is operated and managed by Takis Shelter NPO, based in Ierapetra, Greece.

Contact: contact@takisshelter.org

We receive revenue from YouTube advertising (YouTube Partner Program).

We do not receive public funding or advertising revenue from state authorities or third countries.","contact@takisshelter.org","Greece"
"Iron Sharp K9","520000","Welcome to Iron Sharp K9.

This channel is all about real training—from everyday pet dogs to high-level working K9s. Whether it’s building solid obedience, fixing behavior issues, raising a puppy, or developing a protection dog, everything you see here is hands-on, practical, and built on real experience—not theory. You’ll see everything from pet obedience and lifestyle training to advanced protection work, along with honest conversations on The Iron Sharp Podcast.

No matter where you’re at—new dog owner or experienced handler—this channel is here to give you clear, realistic guidance you can actually use.

Subscribe and be part of it.

For information on training with us, contact us at:
https://www.ironsharpk9.com/contact

GET YOUR IRON SHARP K9 MERCH
shop.ironsharpk9.com

Visit our Amazon storefront: https://www.amazon.com/shop/iamstan90

Follow us on Social Media:
https://instagram.com/ironsharpk9/
https://www.facebook.com/Mynameisstan90
www.ironsharpk9.com","iamstan90@gmail.com","United States"
"Home Revise","519000","Begin your learning adventure with Home Revise, the ultimate audio-visual learning platform for CBSE, ICSE and Maharashtra State Board students. 

Home Revise offers curriculum-mapped animated content for classes 1–12, developed by subject experts to make your learning fun, easy and memorable. 

At Home Revise, our commitment lies in making education accessible through simplified learning methods to deliver exceptional learning experiences.

To learn more, visit our website: https://www.homerevise.co.in/ or Call us on +91-8080 972 972

Download Home Revise Learning App for 5 days FREE Trial
App Link: https://homerevise.co.in/studyapp/  

Subscribe: https://www.youtube.com/user/homerevise1
Facebook: https://www.facebook.com/homerevise21
Instagram: https://www.instagram.com/_homerevise_
LinkedIn: https://www.linkedin.com/company/home-revise-education-pvt.ltd","customercare@homerevise.co.in; info@homerevise.co.in; sales@homerevise.co.in; support@homerevise.co.in","India"
"Pearl's Ragdolls","502000","Mom to 1 toddler and 20 fur babies! 

Subscribe to Pearl's channel for an inside look into the cattery life filled with many adorable kittens!

-FOLLOW FOR KITTEN UPDATES-
TikTok: www.tiktok.com/@pearlsragdolls
Ragdolls' Insta: www.instagram.com/pearlsragdolls
Pearl's Insta: www.instagram.com/pearlfraz
Facebook: www.facebook.com/pearlsragdolls

-CONTACT PEARL-
www.pearlsragdolls.com
Email: pearl@pearlsragdolls.com","pearl@pearlsragdolls.com","United States"
"NJ.com","485000","New Jersey’s #1 source for local news and the definitive voice of the Garden State. 

We don’t just report what is happening. We capture the moments, personalities, and quirks that make New Jersey... New Jersey. 

Whether you grew up here, just moved in, or are checking us out from afar, this channel is your digital town square for all things NJ from breaking headlines to fun, weird, and unforgettable stories. 

Here’s what you’ll get when you subscribe: 

📰 Local News & Smart Deep-Dives 
🍕 Food, Culture & Jersey Lifestyle 
🤔 Fun, Weird & Very NJ Stories 
⚖️ True Crime & Inside the Courts 

New Jersey is more than a place on a map. It’s a vibe, a culture, and a conversation. 

Jump in. Comment, share, and take part in telling the story of the Garden State. 

Subscribe and hit the notification bell so you never miss what’s happening in NJ. 

Get the full story anytime at nj.com 
Follow us everywhere @njdotcom","","United States"
"12 News","476000","12News KPNX (Phoenix) is your source for breaking news, weather, traffic and live coverage in Phoenix and across the Valley. Get the latest updates from the 12News team—from major local headlines and investigations to severe weather, community stories, and the moments everyone’s talking about.
Watch live newscasts, stream breaking coverage, and catch up on the top stories shaping Phoenix, Scottsdale, Tempe, Mesa, and surrounding communities.

Subscribe for:
• Phoenix breaking news + live updates
• Arizona weather forecasts and severe weather alerts
• Investigations and accountability reporting
• Community stories across the Valley
• Major events, sports, and local explainers

KPNX—Phoenix news and weather, live and on demand.

🔗 More: https://www.12news.com","TEGNA@nimia.com","United States"
"learning junction","473000","Welcome to the LEARNING JUNCTION on YouTube. This is a channel for everyone who wants to enjoy a wide range of animated videos. Your child however has multiple options to learn short stories, nursery rhymes, science lessons and jokes too....And everything in a fun and easy way.

Please support us by subscribing to our channel and don't forget to share the videos.

For videos go to: https://www.youtube.com/user/learningjunction/videos
Facebook page:  https://www.facebook.com/b4learningjunction?ref=hl

Thank you :)","","India"
"8 News Now — Las Vegas","465000","8NewsNow.com is the website powered by KLAS-TV, Channel 8 in Las Vegas. The site features breaking news, weather, traffic, neighborhood news for those living in southern Nevada.","","United States"
"KARE 11","460000","Welcome to the official YouTube channel of KARE 11 News.  Subscribe to our channel for compelling and dramatic storytelling, award-winning investigations, breaking news and information you can use. 

kare11.com:  http://www.kare11.com/
Facebook:  https://www.facebook.com/KARE11/
Twitter:  https://twitter.com/kare11
Instagram:  https://www.instagram.com/kare11/","","United States"
"Jeffrey Peng MD","439000","Jeffrey Peng MD is a nonoperative orthopedist and sports medicine specialist. He created a YouTube channel to translate cutting edge medical knowledge and clinical research to benefit all those looking to live an active and healthy lifestyle. He focuses on maximizing non-surgical treatments for sports injuries and orthopedic conditions. He specializes in using orthobiologics and ultrasound guided minimally invasive techniques to treat osteoarthritis, tendinopathies, and musculoskeletal disorders.

Dr. Peng is board certified in sports medicine and family medicine. He completed residency with the Stanford family medicine residency program and completed his sports medicine training with the Stanford-O'Connor sports medicine fellowship in San Jose. He is a faculty member for both programs and is excited about training the next generation of physicians. 

Dr. Peng currently practices in the San Francisco bay area.

Twitter: https://twitter.com/JeffreyPengMD
Website: www.JeffreyPengMD.com","","United States"
"Clapsy","434000","I play Roblox 

https://discord.gg/pdCfhFB2zM","",""
"Dateline NBC","434000","The award winning newsmagazine is classic story-telling at its best, covering an array of stories that range from mysteries and breaking news, to hidden-camera investigations and documentaries. Here we bring you our Digital Exclusive content and other videos from the makers of Dateline.","","United States"
"WCCO - CBS Minnesota","420000","Welcome to the official YouTube channel for WCCO News and CBS News Minnesota, your destination for everything local -- including breaking news and the best of Minnesota!  

Stream live worldwide on CBS Minnesota: https://wcco.com/live
Like us on Facebook: https://facebook.com/CBSMinnesota
Follow us on Twitter: https://twitter.com/wcco","","United States"
"Huyana Beauty","408000","Pro beauty therapist creating immersive beauty treatments designed to relax, educate and inspire.","Info@huyanabeauty.com","United Kingdom"
"Miacademy & MiaPrep Learning Channel","400000","The Miacademy & MiaPrep Learning Channel features a broad selection of learning videos for K-12. We hope you are enjoying them!

Our videos are carefully curated by licensed educators and new videos are added regularly. For more in-depth learning, check out our sites, Miacademy.co and MiaPrep.com, online learning platforms with lessons and practice that go along with our videos.  

Miacademy & MiaPrep also offer many hands-on learning activities including a business simulation, writing in the Miacademy Weekly, and creating artwork. Teaching social skills is also one of the key values at Miacademy. On the site, kids can interact safely in a moderated environment and share their artwork, videos, and ideas with each other.

Homeschoolers, Parents, Teachers, or anyone with kids in grades K-8,  check out https://www.parents.miacademy.co/ and use coupon code VIDEOSPECIAL for a discount. For high school, check out our sister website, https://miaprep.com/","","United States"
"WTHR","400000","WTHR 13NEWS is the news leader for Indianapolis and central Indiana. Get the latest news and breaking news.","","United States"
"KCRA 3","388000","KCRA 3 is Where the News Comes First in Northern California. Look to KCRA 3 for the latest breaking news, daily headlines, California weather, political coverage and more.  KCRA 3's viewing area includes the communities of Sacramento, Stockton and Modesto as well as the surrounding communities.","KGong@hearst.com.questions; Ashley.Zavala@hearst.com; fccinfo@fcc.gov; kcracaptioning@hearst.com; KGong@hearst.com","United States"
"KTVU FOX 2 San Francisco","384000","Local and breaking news reports from around the Bay Area, brought to you by KTVU FOX 2, serving San Francisco, Oakland, San Jose and the entire Bay Area.","ernesto.perez@fox.com; ktvustationcomments@fox.com; ktvustationcomments@foxtv.com; ktvunewscomments@fox.com; KTVU_signalproblems@fox.com; ktvuphotos@fox.com; ktvuwebproducers@fox.com; newstips@fox.com; Newstips@foxtv.com","United States"
"Paisley's Corner - Educational Videos for Kids","378000","Come learn through play with Silly Miss Lily in fun, family-friendly educational videos for kids. From baby and toddler learning to ages 1–5 and beyond, Paisley’s Corner offers fun learning adventures that are calm, engaging, and meaningful.

We explore science concepts like gravity, inertia, helicopters, and geodes, plus teach first words, baby sign language, ABCs, colors, shapes, nursery rhymes, and early reading, all in a safe, non-overstimulating space.

Created by a mom of two, homeschool teacher, and University of Washington business graduate, every video is thoughtfully designed to be educational, interactive, and parent-approved.

💡 Gentle but engaging, our videos use repetition, pretend play, and simple activities to help toddlers and preschoolers learn naturally through play.

We believe kids are capable of learning so much, and when learning feels fun and calm, it sticks.

Subscribe for family-friendly learning videos, toddler learning, and fun educational adventures 💛","","United States"
"News 5 Cleveland","366000","WEWS NewsChannel 5 is Cleveland's home for breaking news, weather, and the stories that matter most to Northeast Ohio. From Browns coverage to lakefront developments, we're your trusted source for hyperlocal reporting that connects our diverse communities across Cuyahoga County and beyond.","","United States"
"Atrin and Soren with Nikan","361000","Fun and Educational Videos for Toddlers and Kids | Farm Animals, Wild Animals & Dinosaur Adventures! Welcome to Atrin and Soren with Nikan's Channel, your go-to spot for fun educational videos for toddlers and kids! Dive into exciting adventures featuring farm animals, wild animals, and dinosaurs—designed to make learning fun and engaging for young children. Our videos combine entertainment and education, sparking curiosity and wonder as kids discover fascinating facts about animals and dinosaurs.

Join Atrin, Soren, and Nikan, three adventurous siblings, as they explore the world of animals and prehistoric creatures. Whether at the zoo, a museum, or from home, your kids will learn about animals, develop empathy, and understand the importance of kindness and diversity.

This channel supports developmental milestones, encouraging learning through play and exploration. Subscribe now for a fun-filled, educational adventure with Atrin, Soren, and Nikan!","","United States"
"Dr. Cellini","353000","Hey Everyone!  I am a Board-Certified Diagnostic & Interventional Radiologist living in New Jersey.  I post mostly medical and finance stuff mixed in with a little travel vlogs, and of course, Radiology! 

Join the Cellini Family - https://tinyurl.com/DrCellini

-Michael","TheDrCellini@gmail.com","United States"
"Tutoring Hour","327000","Tutoring Hour a Creative Solution to Your Learning Woes!
Experience the joy of learning Math, English, and Science with videos that deliver the concepts in the form of fun, relatable stories buoyed by addictive, lively animation. Our video lessons are a surefire hit with children from preschool through grade 8. 
We @TutoringHour are here to bust all the myths and misconceptions surrounding math and drive away your math blues with solved examples, simple strategies, and step-by-step how-to-solve procedures. 
Gorge on this feast of lessons dished out with a range of topics in English grammar and English vocabulary that are not only motivating and engaging but also entertaining.
These educational videos bridge the gap between knowledge gain and knowledge retention with their fun animations and real-life examples, making Tutoring Hour an ideal destination for kids, parents, and teachers.
Subscribe and stay tuned for simple tricks and strategies that’ll make learning a breeze.","","India"
"Dino Island Park","317000","Welcome to our channel!

Fun animal adventures, dinosaur videos, wildlife facts, and educational content for kids and toddlers.

🌐 Dino Animal World:
https://www.dinoanimalworld.com

Animal Facts • Coloring Pages • Worksheets • Quizzes

▶ Subscribe:
https://www.youtube.com/@dinoislandpark

Thank you for watching! 😊","","Pakistan"
"Abigail Pinehaven","305000","Hello friends! I am a horse gamer and I make all sorts of equestrian game content from Red Dead, to Rival Stars, to Minecraft! 

All my videos are family friendly.

⛏️Looking for an Equestrian Minecraft Server? Look no further than Pinecraft Equestrian - https://discord.gg/YRVp2XCGuF

🐴Looking for Model Horses? Look no further than Pinehaven Ponies - https://pinehavenponies.co.uk/

💌PO Box:

Abigail Pinehaven
Pinehaven Productions LTD
7 Bell Yard
London
WC2A 2JR
United Kingdom","","United Kingdom"
"WTVR CBS 6","303000","WTVR CBS 6 brings Richmond and Central Virginia local news, weather, investigations and community stories with depth, context and heart. From Henrico and Chesterfield to the Tri-Cities and neighborhoods across Virginia, subscribe for breaking news, Weather Authority forecasts and reporting that gives you a voice.","","United States"
"WLWT","297000","WLWT.com is Leading The Way with Cincinnati breaking news, weather and important local news coverage.  Look to WLWT for political coverage, viral videos and more from Cincinnati's NBC affiliate.","","United States"
"LolliPop Animated Book","294000","we are making animated stories for children. 

If you like our content, please subscribe our channel and share it with your friends. 
 
Your likes will cheer us up to make another series of animation.

Thanks,","","United States"
"Job Jams- Kids Songs About Fun Jobs and Careers","283000","Job Jams! Where kids can dream big and learn about fun and exciting careers.

Come and get a behind the scenes look at countless careers, from Artists to Zookeepers.

Sing along with our fun and educational music as we explore this exciting world together.

Fun for toddlers, pre-k, and young students who want to learn more about this exciting world we live in!

If you have an idea for a Job Jams we should make, send your idea to JobJamsVideo@gmail.com","JobJamsVideo@gmail.com","United States"
"Next Generation Science","282000","Next Generation Science (NGScience.com) is transforming primary science education from kindergarten to grade 6 by bridging the gap between traditional and modern learning methods.

NGScience surpasses other textbook and digital resources by offering complete coverage of all scientific topics and skills at each primary science grade level. This extensive range ensures that it’s adaptable to various science curriculums across the globe, making it an essential and universally relevant tool for primary science education.

NGScience’s digital platform features thousands of narrated textbook-style pages that bring lessons to life, seamlessly linked to an extensive variety of printable worksheets, quizzes, and hundreds of engaging videos. This well-integrated approach provides a comprehensive learning experience that not only enhances understanding and skillsets but also instills confidence and independence in learners.","","Australia"
"Cowboy Jack","236000","Cowboy Jack is an educational and fun channel for kids that takes them on adventures to explore this amazing world we call home.  Every week, Cowboy Jack leads a new virtual field trip to somewhere new and exciting that is fun for the entire family to enjoy.  Experience behind the scenes looks at everything from police cars, fire trucks, and ambulances to things like learning how a bowling alley works or what a dentist does to keep our teeth clean.

Cowboy Jack is a father to Cowboy Kaden and Cowgirl Addison, and genuinely started the show in hopes of providing his own children with quality educational entertainment similar to the great shows he grew up on.  Thank you for trusting Cowboy Jack to entertain your family, and we hope that you find the wholesome content brings everyone together in fun ways!","","United States"
"KOCO 5 News","222000","Oklahoma City breaking news and weather from KOCO 5 and KOCO.com","bhensley@hearst.com; KOCO_Management@hearst.com; dwevans@hearst.com; jdhicks@hearst.com; fccinfo@fcc.gov; jcarlisle@hearst.com; jenniferpayne@hearst.com; kococaptioning@hearst.com; newstips@koco.com; smadams@hearst.com; web@koco.com",""
"25 News KXXV","219000","25 News KXXV serves the Waco - Temple - Killeen community by providing breaking news and the stories you care about.","","United States"
"23ABC News | KERO","214000","23ABC News covers the heart of California's Central Valley, bringing you breaking news, weather, and agricultural updates that impact Kern County and beyond. We're your trusted local source for the stories that matter to our diverse communities from Bakersfield to the surrounding valley towns.","","United States"
"Baba Blast! Animal & Dinosaur Videos for Kids","210000","What do we say when things get tough? That’s right: I can do this! I can do this! And, you can do it!

Baba Blast models resilience for young viewers and inspires them to explore their natural world. Baba Blast helps move screen time to playtime and outdoor time! 

Through educational videos for preschoolers, toddlers, and kids who love dinosaurs, animals, music, and adventure. Explore dinosaur videos for kids, animal videos for kids, scavenger hunts, songs, movement, pretend play, and preschool learning designed for early childhood. Baba Blast and his trusty wand, the Blaster, lead fun, story-driven adventures with King Bobo and his mischievous gobos. Along the way, kids build confidence, empathy, curiosity, problem-solving skills, and perseverance. If your child loves dinos, animals, interactive learning, and family-friendly educational entertainment, Baba Blast is here to help them learn, grow, and bounce back strong.

Created by mental health advocate, Kyle Kittleson.","","United States"
"TutWay","208000","Welcome to Tutway, a unique platform where learning is fun. 
An online learning program for enhancing the quality of learning and teaching where children can learn quickly.

Now there is no distinction between kids fun time and study time... 
Say goodbye to the days of cramming those dull and ponderous books which made learning a tedious task. At Tutway, we believe in a very simple idea, that audio-visual learning is the most effective tool for learning. Many researchers have proven that kids learn a lot by playing the interactive games and watching audio-visual animated lessons as compared to reading from books. To learn the new concepts, Kids show more interest in adopting unique ways of learning. We have brought programme that not only covers the important concepts but also makes learning more stable that stimulates the critical thinking of the young learners.","","Canada"
"CBS Pittsburgh","207000","Welcome to the official YouTube page for KDKA-TV CBS Pittsburgh. Your #1 source for breaking news and the Best of Pittsburgh, PA! 

Subscribe to us on YouTube: http://www.youtube.com/user/CBS Pittsburgh
Like us on Facebook:  https://www.facebook.com/CBSPittsburgh
Follow us on Twitter: https://twitter.com/CBSPittsburgh
Check out our Instagram: https://instagram.com/CBSPittsburgh
Join Us On TikTok: https://www.tiktok.com/@cbspittsburgh","karas@kdka.com; caption@kdka.com; caption@wpcwtv.com; dbraddock@cbs.com; feedback@kdka.com; investigators@kdka.com; newsdesk@kdka.com; programming@kdka.com; PTL@kdka.com; webteam@kdka.com","US"
"eHowPets","204000","With a mix of practical tips, amazing stories and pure entertainment, eHow Pets has something for every pet owner and animal lover.

In Teacher's Pet, Victoria Stilwell demonstrates her Positively Method of dog training, giving you the tools to create a mutual respect between you and your pet. Farm Raised looks at life on P. Allen Smith's Moss Mountain Farm through the eyes of the animals that live there. And these are just the beginning. Check back often or follow eHow Pets to be the first to know about our upcoming original series.","",""
"WJZ","177000","Baltimore’s stories start here.
Breaking News - First Alert Weather - Sports - Community Journalism
Stories that matter.
📺 CBS Baltimore | #WJZ

Official Site ► https://www.cbsnews.com/baltimore/
YouTube ► https://www.youtube.com/c/WJZ13TV
Facebook ►  https://www.facebook.com/CBSBaltimore
Twitter ►  https://twitter.com/WJZ","","United States"
